Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
Women Talking,2022.0,Sarah Polley,Drama,"Rooney Mara,Claire Foy,Jessie Buckley,Judith Ivey,Ben Whishaw,Sheila McCarthy,Kate Hallett,Michelle McLeod,Liv McNeil,August Winter,Frances McDormand,Emily Mitchell,Kira Guloien,Shayla Brown,Eli Ham,Lochlan Ray Miller,Vivien Endicott Douglas,Nathaniel McParland,Marcus Craig,Will Bowes,Emily Drake,Caroline Gillis,Shannon Widdis",3.77,USA,143266,2020/12/18,https://a.ltrbxd.com/resized/film-poster/6/9/6/3/1/0/696310-women-talking-0-230-0-345-crop.jpg,104,2/2/2023
Insidious: Chapter 2,2013.0,James Wan,"Horror,Thriller","Patrick Wilson,Rose Byrne,Lin Shaye,Ty Simpkins,Barbara Hershey,Steve Coulter,Leigh Whannell,Angus Sampson,Andrew Astor,Hank Harris,Jocelin Donahue,Lindsay Seim,Danielle Bisutti,Tyler Griffin,Garrett Ryan,Tom Fitzpatrick,Priscilla Garita,Michael Beach,J. LaRose,Brooke Peoples,Edwina Findley,Stephanie Pearson,Jorge-Luis Pallo,Jenna Ortega,Dannay Rodriguez,Sienna Farall,Jack Walsh,Brynn Bowie,Madison Bowie,Dylan Quigg,Kimberly Ables Jindra,Emily Brobst",2.96,USA,152279,2012/02/25,https://a.ltrbxd.com/resized/film-poster/7/6/6/5/8/76658-insidious-chapter-2-0-230-0-345-crop.jpg,106,2/14/2023
Yes Day,2021.0,Miguel Arteta,"Comedy,Family","Jennifer Garner,Edgar Ramírez,Jenna Ortega,Julian Lerner,Everly Carganilla,H.E.R.,Nat Faxon,Molly Sims,Fortune Feimster,Arturo Castro,Tracie Thoms,Megan Stott,Yimmy Yim,Snowden Grey,Hayden Szeto,Alana Baer,Graham Phillips,Wolf Fleetwood-Ross,Adam Faison,James Kyson,Michelle La,Leonardo Nam,Naomi Ekperigin,James Calixte,Alek Cole,William Samiri,Ruy Iskandar,Cloie Wyatt Taylor,Joanna Strapp,Brent Morin,Cass Buggé,Lynn Andrews,Jordan Johnson-Hinds,K.C. Clyde,Katie Baker,Ava Allan,Cameron Johnson,Taylor Cooper,Faryn Einhorn,Mike Lane,Jeremy Culhane,Kristi Lauren,Olivia Norman,Arvin Lee,Peter S. Kim,Ron Yerxa,Nicholas Sean Johnny,Cameron James Elie,Romyn Smith,Aliyah Torres,Joshua Gallup,Danielle Jalade,Erin Allin O'Reilly,Rafael Boza,Tyler Riggin,Sandy Fletcher,Chase Meyer,Lola Raie,Aidan McGraw,Rachel Amanda Bryant,Coral Coye,Kodiak Lehman,Makea Leonard,Keithen Foster,Carrington Brown,Alonzo Harris,Ricardo Ramos,Ajanee Hambrick,Malik Spence,Miles Michaud,Matthew Correia,Pedrum Siadatian,Timothy Hill",2.33,USA,41924,2019/10/12,https://a.ltrbxd.com/resized/film-poster/5/6/4/7/8/4/564784-yes-day-0-230-0-345-crop.jpg,86,2/14/2023
The Fallout,2021.0,Megan Park,Drama,"Jenna Ortega,Maddie Ziegler,Niles Fitch,Will Ropp,Lumi Pollack,John Ortiz,Julie Bowen,Shailene Woodley,Christine Horn,Austin Zajur,Yindra Zayas,Elliott Roca,Malcolm Santos",3.54,USA,159453,2021/02/11,https://a.ltrbxd.com/resized/film-poster/7/1/3/1/7/8/713178-the-fallout-0-230-0-345-crop.jpg,96,2/14/2023
Minority Report,2002.0,Steven Spielberg,"Thriller,Science Fiction,Action","Tom Cruise,Samantha Morton,Max von Sydow,Colin Farrell,Kathryn Morris,Steve Harris,Neal McDonough,Patrick Kilpatrick,Jessica Capshaw,Daniel London,Lois Smith,Tim Blake Nelson,Peter Stormare,Caroline Lagerfelt,Jason Antoon,Mike Binder,Arye Gross,Ashley Crow,Joel Gretsch,Anna Maria Horsford,Sarah Simmons,George D. Wallace,Ann Ryerson,Tyler Patrick Jones,Dominic Scott Kay,Jessica Harper,Bertell Lawrence,Richard Coca,Keith Campbell,Kirk B.R. Woller,Frank Grillo,Klea Scott,Eugene Osment,James Henderson,Vené L. Arcoraci,Erica Ford,Keith Flippen,Nathan Taylor,Radmar Agana Jao,Karina Logue,Elizabeth Anne Smith,Victoria Garcia-Kelleher,Jim Rash,Stephen Ramsey,Tom Choi,Tom Whitenight,William Morts,Michael Dickman,Matthew Dickman,William Mesnik,Franklin Scott,Severin Wunderman,Max Trumpower,Allie Raye,Rocael Leiva,Nicholas Edwin Barb,Catfish Bates,Danny Parker-Lopes,Vanessa Cedotal,Katy Boyer,Adrianna Kamosa,Kari Gordon,Elizabeth Kamosa,Raquel Gordon,Laurel Kamosa,Fiona Hale,Pamela Roberts,Clement Blake,Jerry Perchesky,Victor Raider-Wexler,Nancy Linehan Charles,Nadia Axakowsky,Dude Walker,Tony Hill,Drakeel Burns,William Mapother,Morgan Hasson,Andrew Sandler,Bonnie Morgan,Kathi Copeland,Ana Maria Quintana,Lucille M. Oliver,Gene Wheeler,Tonya Ivey,David Stifel,Kurt Sinclair,Rebecca Ritz,Beverly Morgan,John Bennett,Maureen Dunn,Ron Ulstad,Blake Bashoff,David Doty,Gina Gallego,David Hornsby,Anne Judson-Yager,Meredith Monroe,Benita Krista Nall,Shannon O'Hurley,Jorge-Luis Pallo,Elizabeth Payne,Ethan Sherman,Jarah Mariano,Miles Dinsmoor,Vanessa Asbert,Paul Thomas Anderson,Cameron Crowe,Cameron Diaz",3.74,USA,275065,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/1o/qh/5e/ur/dS5AHLt4DhZpisxryIxKJU6Urxb-0-230-0-345-crop.jpg,145,2/23/2023
Source Code,2011.0,Duncan Jones,"Mystery,Science Fiction,Thriller","Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Michael Arden,Cas Anvar,Russell Peters,Brent Skagford,Craig Thomas,Gordon Masten,Susan Bain,Paula Jean Hixson,Lincoln Ward,Kyle Gatehouse,Albert Kwan,Anne Day-Jones,Clarice Byrne,James A. Woods,Joe Cobden,Tom Tammi,Matt Holland,Jasson Finney,Kyle Allatt,Frédérick de Grandpré,Pierre Leblanc,Raynald Lapierre,Scott Bakula",3.45,"Canada,France,USA",178938,2011/06/16,https://a.ltrbxd.com/resized/sm/upload/zf/hs/c9/gh/7mf5uH97NS2tUDcw01kcU5wdSZt-0-230-0-345-crop.jpg,94,2/23/2023
Looper,2012.0,Rian Johnson,"Science Fiction,Thriller,Action","Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Noah Segan,Piper Perabo,Jeff Daniels,Pierce Gagnon,Xu Qing,Tracie Thoms,Frank Brennan,Garret Dillahunt,Nick Gomez,Marcus Hester,Jon Eyez,Kevin Stillwell,Thirl Haston,James Landry Hébert,Kenneth Brown Jr.,Cody Wood,Adam Boyer,Jeff Chase,Ritchie Montgomery,David Jensen,Kamden Beauchamp,Josh Perry,David Joseph Martinez,Wayne Dehart,Ian Patrick,Craig Johnson,Robert Harvey,Sylvia Jefferies,Lauren Alexandra,D.J. Mills,Brea Grant,Sam Medina,Rhonda Floyd Aguillard,Jay Amor,Amy Le,Wayne Douglas Morgan,Kristyl Dawn Tift,Dallas West,Emily Brobst",3.56,USA,303220,2011/06/16,https://a.ltrbxd.com/resized/sm/upload/qp/zb/lh/ec/yZ7e9bmLURRe89No7ei6eZQO1qZ-0-230-0-345-crop.jpg,118,2/23/2023
Tattoo,2013.0,Hilton Lacerda,Drama,"Irandhir Santos,Jesuíta Barbosa,Rodrigo Garcia,Sylvia Prado,Sílvio Restiffe,Ariclenes Barroso,Deyvid Queiroz de Morais,Soia Lira,Georgina Castro,Auriceia Fraga,Maria de Jesus Baccarelli,Bruna Barros,Arthur Canavarro,Clébia Sousa,Yasmin Salvador,Erivaldo Oliveira,Everton Gomes,Iara Campos,Jennyfer Caldas,Mariah Teixeira,Nash Laila,Rafael Guedes,Johnny Hooker,Alan Tonello,Luciano Croccia,Ramon Milanez,Cleyton Melo,Renato Macedo,Jorge Salsa,Filipe Silas,Omar Brito,Thomás Aquino,Daniel Silva,Sílvio Pinto,Jr. Black,Stefano Cavalcanti,Samuel Ferreira,Parro Mello,Paulista,Yuri Queiroga,Giordano Castro,Thaysa Zooby,Padre,Cacau Maciel,Willams Tenório",3.75,Brazil,9749,2013/10/14,https://a.ltrbxd.com/resized/film-poster/1/6/0/1/6/3/160163-tattoo-0-230-0-345-crop.jpg,110,2/23/2023
Aquarius,2016.0,Kleber Mendonça Filho,Drama,"Sônia Braga,Maeve Jinkings,Irandhir Santos,Humberto Carrão,Zoraide Coleto,Carla Ribas,Fernando Teixeira,Bárbara Colen,Pedro Queiroz,Julia Bernat,Germano Melo,Allan Souza Lima,Buda Lira,Paula De Renor,Daniel Porpino,Thaia Perez,Joana Gatis,Tavinho Teixeira,Arly Arnaud,Andrea Rosa,Lula Terra,Valdeci Junior,Rubens Santos,Amanda Gabriel,Bruno Goya,Clarissa Pinheiro,Leo Wainer,Bernardo Sampaio,Chico Ludermir,Clarice Latache,Cristina Klein,Cora Costa,Edilson Silva,Erick Silva,Fábio Leal,João Vigo,Lilian Perman,Maria Alves,Marília Souto,Mariquinha Santos,Nivaldo Nascimento,Normando Roberto,Nuno Pessoa,Pedro Costa,Pri Buhr,Rejane Moraes,Rodrigo Rizsla,Telma Cunha,Vânia Mota,William Wallace,Yuri Holanda",3.94,"Brazil,France",36305,2016/01/13,https://a.ltrbxd.com/resized/sm/upload/1h/vz/dq/bv/gxuT8EbgXsHq02LLDYuXdTD963V-0-230-0-345-crop.jpg,147,2/23/2023
Friendly Beast,2017.0,Gabriela Amaral Almeida,"Crime,Thriller,Horror","Murilo Benício,Luciana Paes,Irandhir Santos,Camila Morgado,Jiddú Pinheiro,Ernani Moraes,Humberto Carrão,Ariclenes Barroso,Eduardo Gomes,Thais Aguiar,Diego Avelino",3.25,Brazil,11061,2017/06/14,https://a.ltrbxd.com/resized/film-poster/3/9/3/4/6/2/393462-friendly-beast-0-230-0-345-crop.jpg,98,2/23/2023
Just Like Our Parents,2017.0,Laís Bodanzky,Drama,"Maria Ribeiro,Paulo Vilhena,Clarisse Abujamra,Felipe Rocha,Sophia Valverde,Annalara Prates,Jorge Mautner,Herson Capri,Cazé Pecini,Antonia Baudouin,Gabrielle Lopes,Gilda Nomacce,Miguel Cseh,Malu Bierrenbach,Eric Belhassen,Dani Nefussi,Monja Coen,Bianca Van Steen,Cláudia Assunção,Paula Pretta,Renata Meirelles,Ana Carolina Godoy,Alexandre Freitas,Heleninha Cortez,André Madrini,Enzo Donarumma Monte,Larissa Korolkovas,Mariana Prestes,Paola Mendes,Cláudio Negrão,Erica Ribeiro,Vanessa Prieto,Ralf Henze,Bárbara Acioli,Gilad Salomon,Taynara Silva,Rodrigo Pasquali,Neusa dos Santos Silva",3.44,Brazil,6110,2017/02/04,https://a.ltrbxd.com/resized/film-poster/3/7/1/7/7/7/371777-just-like-our-parents-0-230-0-345-crop.jpg,102,2/23/2023
Bingo: The King of the Mornings,2017.0,Daniel Rezende,"Comedy,Drama","Vladimir Brichta,Leandra Leal,Tainá Müller,Ana Lúcia Torre,Augusto Madeira,Cauã Martins,Emanuelle Araújo,Pedro Bial,Domingos Montagner,Fernando Sampaio,Raul Barreto,Soren Hellerup,Ricardo Ciciliano,Wally Araújo,Roberto Audio,Cleto Baccic,Luciano Baldan,Luiz Bolognesi,Clodoaldo Borges,Pedro Casali,Vitor Davied,Rodrigo Fernandes,Lila Guimarães,Caio Gullane,Arthur Kohl,Andrey Lima,Márcio Magno,Caio Marinho,Thalyta Medeiros,Martha Mellinger,Wagner Molina,Vítor Moura,Alessandro Ramos,Felipe Riquelme,Tomás Sampaio,Carol Vidotti,Natalia Viviani",3.79,Brazil,22188,2016/12/07,https://a.ltrbxd.com/resized/film-poster/3/6/2/3/6/8/362368-bingo-the-king-of-the-mornings-0-230-0-345-crop.jpg,113,2/23/2023
Loveling,2018.0,Gustavo Pizzi,Drama,"Karine Teles,Otávio Müller,Adriana Esteves,Konstantinos Sarris,César Troncoso,Luan Teles,Vicente Demori,Arthur Teles Pizzi,Francisco Teles Pizzi,Mateus Solano,Camilo Pellegrini,Pablo Riera,Ariclenes Barroso,Lucas Gouvêa,Ivor Lancelloti,Rossella Terranova,Florencia Santángelo,João Peixoto,Pedro Henrique Carvalho,Rodrigo Monassa,Paulo José Carneiro Dias",3.74,"Brazil,Uruguay",6716,2017/12/01,https://a.ltrbxd.com/resized/film-poster/4/2/0/7/2/6/420726-loveling-0-230-0-345-crop.jpg,95,2/23/2023
The Vast of Night,2019.0,Andrew Patterson,"Drama,Thriller,Science Fiction,Mystery","Sierra McCormick,Jake Horowitz,Bruce Davis,Gail Cronauer,Cheyenne Barton,Mark Banik,Gregory Peyton,Adam Dietrich,Mallorie Rodak,Mollie Milligan,Ingrid Fease,Brandon Stewart,Kirk Griffith,Nika Sage McKenna,Brett Brock,Pam Dougherty,Lynn Blackburn,Richard Jackson,James Mayberry,Nicolette Doke,Grant James,Libby Villari,Gordon Fox,John Gindling,Brianna Beasley,L.A. Young,Chamblee Ferguson,PaulaSu Grisham,Rebeckah Boykin",3.53,USA,76600,2018/12/01,https://a.ltrbxd.com/resized/film-poster/4/9/4/1/6/6/494166-the-vast-of-night-0-230-0-345-crop.jpg,91,2/23/2023
Sound of Metal,2019.0,Darius Marder,"Music,Drama","Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,Mathieu Amalric,Domenico Toledo,Chelsea Lee,Shaheem Sanchez,Chris Perfetti,Bill Thorpe,Michael Tow,William Xifaras,Rena Maliszewski,Tom Kemp,Elan Sicroff,Jeremy Lee Stone,Ezra Marder,Hartmut Teuber,Hillary Baack,Joe Toledo,Adam Preston,Jonathon LeJeune,Sean Powell,Dani Miller,Alex Kilgore,Jamie Ghazarian,David Arthur Sousa,Marisa Defranco,Alan Resnic,Thomas O'Brien Vallor",4.19,USA,455293,2018/01/31,https://a.ltrbxd.com/resized/film-poster/4/3/2/0/0/4/432004-sound-of-metal-0-230-0-345-crop.jpg,121,2/23/2023
The Mother,2022.0,Cristiano Burlan,Drama,"Marcélia Cartaxo,Henrique Zanoni,Helena Ignez,Ana Carolina Marinho,Kiko Marques,Hélio Cícero,Mawusi Tulani,Tuna Dwek,Carlos Meceni",3.44,Brazil,364,2020/11/15,https://a.ltrbxd.com/resized/film-poster/6/8/4/5/9/0/684590-the-mother-0-230-0-345-crop.jpg,80,2/23/2023
Rule 34,2022.0,Julia Murat,Drama,"Sol Miranda,Lucas Andrade,Lorena Comparato,Isabela Mariotto,Georgette Fadel,Márcio Vito,Raquel Karro,Rodrigo Bolzan,Dani Ornellas,Julia Bernat,Marina Merlino,Samuel Toledo,Babu Santana,Lucas Gouvêa,Marcos Damigo,MC Carol,Simone Mazzer,Luiza Rolla,Yakini Kalid,Luiz Carlos Moreira Pessanha,Ariane Hime,Bruno Guimarães,Clarisse Zarvos,Felipe Pedrini,Gé Lisboa,Jojo Rodrigues,Júlia Morales,Marília Nunes,Nina Rodrigues,Michelle Guimarães,Tomaz Nogueira da Gama",2.91,"Brazil,France",1703,2022/07/08,https://a.ltrbxd.com/resized/film-poster/8/9/8/3/7/3/898373-rule-34-0-230-0-345-crop.jpg,101,2/23/2023
The Sea Beast,2022.0,Chris Williams,"Animation,Fantasy,Adventure,Family","Karl Urban,Zaris-Angel Hator,Jared Harris,Marianne Jean-Baptiste,Benjamin Plessala,Somali Rose,Kaya McLean,Davis Pak,Helen Sadler,Xana Tang,Alex Wyndham,Brian T. Delaney,Ian Mercer,Shannon Chan-Kent,Max Mittelman,Paul Chowdhry,Jim Carter,Doon Mackichan,Dan Stevens,Rajia Baroudi,Kathy Burke,Emily O'Brien,David S. Lee",3.4,USA,109679,2018/11/08,https://a.ltrbxd.com/resized/sm/upload/91/48/x5/do/sea_beast_xxlg-0-230-0-345-crop.jpg,119,2/23/2023
To Leslie,2022.0,Michael Morris,Drama,"Andrea Riseborough,Andre Royo,Owen Teague,Stephen Root,James Landry Hébert,Matt Lauria,Catfish Jean,Marc Maron,Allison Janney,Drew Youngblood,Tom Virtue,Lauren Letherer,Sewell Whitney,Pramod Kumar,Blake Robbins,Brandee Steger,Chris Jones,Alan Wells,Alan Trong,Scott Peat,Scott Subiono,Francisco Javier Gomez,Mac Brandt,John Gilbert,Juan Francisco Villa,Arabella Grant,Amanda Courtney,Dev Edwards,Deacon North,Alessandra Perez",3.42,USA,30992,2021/04/27,https://a.ltrbxd.com/resized/film-poster/7/3/9/3/9/9/739399-to-leslie-0-230-0-345-crop.jpg,119,2/24/2023
Twenty Years Later,1984.0,Eduardo Coutinho,Documentary,"Ferreira Gullar,Tite de Lemos,Eduardo Coutinho,Elizabeth Teixeira,Eduardo Escorel",4.28,Brazil,9535,2012/02/01,https://a.ltrbxd.com/resized/film-poster/7/2/9/6/4/72964-twenty-years-later-0-230-0-345-crop.jpg,119,2/26/2023
The Tree of Life,2011.0,Terrence Malick,"Fantasy,Drama","Brad Pitt,Sean Penn,Jessica Chastain,Hunter McCracken,Laramie Eppler,Tye Sheridan,Fiona Shaw,Jessica Fuselier,Nicolas Gonda,Will Wallace,Kelly Koonce,Bryce Boudoin,Jimmy Donaldson,Kameron Vaughn,Cole Cockburn,Dustin Allen,Brayden Whisenhunt,Joanna Going,Irene Bedard,Michael Koeth,Finnegan Williams,John Howell,Samantha Martinez,Savannah Welch,Tamara Jolaine,Julia M. Smith,Anne Nabors,Christopher Ryan,Tyler Thomas,Michael Showers,Kimberly Whalen,Margaret Hoard,Wally Welch,Hudson Lee Long,Michael Dixon,William Hardy,Tommy Hollis,Cooper Franklin Sutherland,John Cyrier,Erma Lee Alexander,Nicholas Yedinak,Erinn Allison,Mary Anzalone,Charlotte Biggs,Benjamin Dane,Michael E. Harvey,Matt Hislope,Jackson Hurst,Zach Irsik,Scottie Jefferies,Gregory Kelly,Carlotta Maggiorana,Crystal Mantecon,Jodie Moore,Kathryn Rawson,Danielle Rene,Debbi Tucker",3.86,USA,171462,2011/06/21,https://a.ltrbxd.com/resized/film-poster/4/7/4/6/8/47468-the-tree-of-life-0-230-0-345-crop.jpg,139,2/26/2023
The Handmaiden,2016.0,Park Chan-wook,"Thriller,Romance,Drama","Kim Min-hee,Kim Tae-ri,Ha Jung-woo,Cho Jin-woong,Kim Hae-sook,Moon So-ri,Lee Yong-nyeo,Kwak Eun-jin,Lee Dong-hwi,Jo Eun-hyung,Rina Takagi,Han Ha-na,Lee Kyu-jung,Kim Si-eun,Ha Si-yeon,Eun-yeong Kim,Jeong Ha-dam,In-woo Kim,Choi Byung-mo,Choi Jong-ryul,Bae Il-hyuck,Oh Man-seok,Tomomitsu Adachi,Takashi Kakizawa,Seon Uk-hyeon,Lim Han-bin,Shinsuke Fujimoto,Won Geun-hui,Jung In-gyeom,Nam Gyeong-min,Lee Ji-ha,Katsuhiro Nagano",4.41,South Korea,382700,2014/09/02,https://a.ltrbxd.com/resized/sm/upload/pc/n6/pz/mi/wvzfK5QR6dGLwND8MCzWjsQWG4Q-0-230-0-345-crop.jpg,145,2/26/2023
The Royal Tenenbaums,2001.0,Wes Anderson,"Drama,Comedy","Gene Hackman,Anjelica Huston,Gwyneth Paltrow,Ben Stiller,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Kumar Pallana,Stephen Lea Sheppard,Grant Rosenmeyer,Jonah Meyerson,Seymour Cassel,Alec Baldwin,Aram Aslanian-Persico,Irina Gorovaia,Amedeo Turturro,James Fitzgerald,Larry Pine,Don McKinnon,Frank Wood,Al Thompson,Jennifer Wachtell,Donal Lardner Ward,Andrew Wilson,Dipak Pallana,Sanjay Mathew,Mary Wigmore,Sonam Wangmo,Gita Gabriel,Pawel Wdowczak,Peter Leung,William Sturgis,Liam Craig,Ebon Moss-Bachrach,Sheelagh Tellerday,Max Faugno,Guido Venitucci,Brian Smiar,Jan Austell,Rony Clanton,Salim Malik,Tom Lacy,Keith Charles,Greg Goossen,Saidah Arrika Ekulona,Vic Mata,Michael Conti,Tatiana Abbey,Kalani Queypo,Mel Cannon,Leo Manuelian,Amir Raissi,Roger Shamas,Philip Denning,Rex Robbins,Nova Landaeus-Skinnar,Sam Hoffman,Brian Tenenbaum,Stephen Dignan,Eric Chase Anderson,Gary Evans,Wes Anderson",4.1,USA,491510,2011/06/20,https://a.ltrbxd.com/resized/sm/upload/sf/k0/qu/5o/5xw30y0pSaMtTcuZW5VaQPiR8qb-0-230-0-345-crop.jpg,110,2/27/2023
The Boy and the Heron,2023.0,Hayao Miyazaki,"Animation,Drama,Adventure,Fantasy","Soma Santoki,Masaki Suda,Ko Shibasaki,Aimyon,Yoshino Kimura,Takuya Kimura,Keiko Takeshita,Jun Fubuki,Sawako Agawa,Karen Takizawa,Shinobu Otake,Jun Kunimura,Kaoru Kobayashi,Shōhei Hino",4.02,Japan,45899,2018/03/04,https://a.ltrbxd.com/resized/film-poster/4/3/8/6/9/2/438692-the-boy-and-the-heron-0-230-0-345-crop.jpg,124,2/27/2023
Dial M for Murder,1954.0,Alfred Hitchcock,"Crime,Thriller","Ray Milland,Grace Kelly,Robert Cummings,John Williams,Anthony Dawson,Leo Britt,Patrick Allen,George Leigh,George Alderson,Robin Hughes,Jack Cunningham,Guy Doleman,Bess Flowers,Sam Harris,Harold Miller,Martin Milner,Forbes Murray,Thayer Roberts,William H. O'Brien,Alfred Hitchcock",4.11,USA,102751,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/5/9/6/51596-dial-m-for-murder-0-230-0-345-crop.jpg,105,2/28/2023
Andrei Rublev,1966.0,Andrei Tarkovsky,"Drama,History","Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,Nikolai Sergeyev,Irma Raush,Nikolay Burlyaev,Yuriy Nazarov,Yuriy Nikulin,Rolan Bykov,Nikolay Grabbe,Mikhail Kononov,Stepan Krylov,Bolot Beyshenaliev,B. Matysik,Anatoliy Obukhov,Volodya Titov,Nikolay Glazkov,K. Aleksandrov,Semyon Bardin,Ivan Bykov,G. Borisovskiy,Vladimir Vasilyev,Zinaida Vorkul,Aleksandr Titov,Viktor Volkov,Irina Miroshnichenko,Tamara Ogorodnikova,Natalya Radolitskaya,Nikolay Kutuzov,Dmitriy Orlovskiy,Vladimir Guskov,Igor Donskoy,Iskender Ryskulov,P. Makarov,Georgiy Sochevko,Nelli Snegina,G. Pokorskiy,Asanbek Umuraliev,Vyacheslav Tsaryov,Ivan Turchenkov,Anatoliy Nikitin,P. Yermakov,Aleksandr Petrov,Nikolay Sibeikin,Vasiliy Tsygankov,Larisa Solonitsyna",4.42,USSR,52645,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/ta/n3/34/bp/andrey-rublyov-0-230-0-345-crop.jpg,183,3/7/2023
Bride of the Incredible Hulk,1978.0,Kenneth Johnson,"Action,Science Fiction,TV Movie,Drama","Bill Bixby,Jack Colvin,Lou Ferrigno,Mariette Hartley,Brian Cutler,Diane Markoff,Duncan Gamble,Meeno Peluce,Rosalind Chao,Russ Grieve,Nat Jones,Russell Takaki,Ted Cassidy",3.14,USA,502,2011/12/04,https://a.ltrbxd.com/resized/film-poster/6/6/4/3/1/66431-bride-of-the-incredible-hulk-0-230-0-345-crop.jpg,95,3/7/2023
Platoon,1986.0,Oliver Stone,"War,Action,Drama","Tom Berenger,Willem Dafoe,Charlie Sheen,Forest Whitaker,Francesco Quinn,John C. McGinley,Richard Edson,Kevin Dillon,Reggie Johnson,Keith David,Johnny Depp,David Neidorf,Mark Moses,Chris Pedersen,Tony Todd,Corkey Ford,Corey Glover,Bob Orwig,Kevin Eshelman,James Terry McIlvain,J. Adam Glover,Ivan Kane,Paul Sanchez,Dale Dye,Peter Hicks,Basile Achara,Steve Barredo,Chris Castillejo,Andrew B. Clark,Bernardo Manalili,Than Rogers,Li Thi Van,Clarisa Ortacio,Romy Sevilla,Matthew Westfall,Nick Nicholson,Warren McLean,Li Mai Thao,Ron Barracks,H. Gordon Boos,Robert 'Rock' Galotti,Oliver Stone,Brad Cassini,Mark Ebenhoch",3.95,"UK,USA",156717,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/ty/tq/ny/c9/aXRkPBQr7ZF59ZSx7AOYHUYTXjH-0-230-0-345-crop.jpg,120,3/7/2023
Snowpiercer,2013.0,Bong Joon-ho,"Drama,Science Fiction,Action","Chris Evans,Song Kang-ho,John Hurt,Tilda Swinton,Jamie Bell,Octavia Spencer,Ed Harris,Ewen Bremner,Go A-sung,Alison Pill,Luke Pasqualino,Vlad Ivanov,Adnan Hasković,Emma Levie,Steve Park,Clark Middleton,Marcanthonee Reis,Paul Lazar,Tómas Lemarquis,Kenny Doughty,Robert Russell,Magda Weigertová,Jim High,Peter Hallin,Haruna Honcoop,Ana Braun,Griffin Seymour,Tyler John Williams,Luna Sophia Bar-Cohen,Sean Connor Renwick,Karel Veselý,Park Sungtaek,Brian Foley,Kendrick Roger Ong,Seisuke Tsukahara,Tomáš Dianiška,Miroslav Navrátil,Huh Chan,Lucie Burianová,Jonny Loquasto,Parry Shen,Eunkyung Song,Dana Green,Joseph Bertót",3.69,"Czechia,South Korea",494786,2012/05/23,https://a.ltrbxd.com/resized/film-poster/8/8/4/8/8/88488-snowpiercer-0-230-0-345-crop.jpg,127,3/7/2023
Suzume,2022.0,Makoto Shinkai,"Fantasy,Animation,Adventure,Drama","Nanoka Hara,Hokuto Matsumura,Eri Fukatsu,Shota Sometani,Sairi Ito,Kotone Hanase,Kana Hanazawa,Matsumoto Hakuō II,Ryunosuke Kamiki,Ann Yamane,Akari Miura,Yoji Ueda,Aimi,Yuu Ayase,Akihiro Tajima,Ryoko Nagata,Shinnosuke Imazu,Kyo Yaoya,Hinano Harumi,Nanae Sumitomo,Saori Seto,Yuri Kimura,Tamae Watanabe,Tomomichi Nishimura,Yoshino Aoyama,Kaho Uesugi,Kaito Ogawa,Madoka Kayama,Shinjirou Gouda,Riku Sasakura,Yuki Sorami,Ayumi Tsuji,Genta Nakamura,Manatsu Hada,Katsumi Fukuhara,Arisa Maesako,Riko Murozono,Takuya Yokota",3.85,Japan,119262,2021/12/16,https://a.ltrbxd.com/resized/film-poster/8/2/2/2/8/1/822281-suzume-0-230-0-345-crop.jpg,123,4/5/2023
Tetris,2023.0,Jon S. Baird,"Thriller,History,Drama","Taron Egerton,Nikita Efremov,Sofia Lebedeva,Anthony Boyle,Ben Miles,Ken Yamamura,Igor Grabuzov,Oleg Shtefanko,Ayane Nagabuchi,Rick Yune,Roger Allam,Toby Jones,Mara Huf,Miles Barrow,Alexey Shedko,Natalia Gonchar,Ayano Yamamoto,Nino Furuhata,Togo Igawa,Kanon Nurumi,Timur Kassimikulov,Mark Khismatullin,Karin Nurumi,Moyo Akandé,Bhav Joshi,Jenni Keenan-Green,Irina Kara,Greg Kolpakchi,Zane Mihailova,Sergii Levchenko,Katarzyna Sanak,Christine Koudreiko,Dmitriy Sharakois,Ieva Andrejevaite,Olga Utkina,Polina Sulim,Rob Locke,Matthew Marsh,Len Blavatnik,Peter Burlakov,Daria Westbrook,Anna Lavrentyeva,Aaron Vodovoz",3.44,UK,99423,2020/07/23,https://a.ltrbxd.com/resized/film-poster/6/4/9/1/8/8/649188-tetris-0-230-0-345-crop.jpg,118,4/5/2023
