Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
Men in Black: International,2019.0,F. Gary Gray,"Science Fiction,Comedy,Action","Chris Hemsworth,Tessa Thompson,Rebecca Ferguson,Kumail Nanjiani,Rafe Spall,Laurent Bourgeois,Larry Bourgeois,Emma Thompson,Liam Neeson,Mandeiya Flory,Kayvan Novak,Annie Burkin,Tim Blaney,Spencer Wilding,Marcy Harriell,Inny Clemons,Thom Fountain,Drew Massey,Aaron Serotsky,Matthew Bates,Sartaj Garewal,Stephen Wight,Brian Silliman,John Sousa,Jeff Kim,Michael Adams,Andrew Greenough,Natasha Culzac,David Hartley,Paul Brennen,Ania Sowinski,Stefan Kalipha,Daniel Scott-Smith,Vincent Pirillo,Kaya Brown-Hallam,Beau Fowler,Lukas DiSparrow,Andy Beckwith,Romanos Blanco,Aistė Diržiūtė,Anatole Taubman,Sorel Johnson,Paul Smith,Mike Capozzola,J.J. Abrams,Elle Black,Donald Glover,Ariana Grande,Elon Musk,Hiten Patel,Dimitri Vegas,Mike Lewis,Luke Johnson",2.17,"China,USA",128610,2017/10/04,https://a.ltrbxd.com/resized/film-poster/4/1/0/4/3/7/410437-men-in-black-international-0-230-0-345-crop.jpg,115,5/13/2019
Toy Story 4,2019.0,Josh Cooley,"Adventure,Comedy,Fantasy,Animation,Family","Tom Hanks,Tim Allen,Annie Potts,Tony Hale,Keegan-Michael Key,Madeleine McGraw,Christina Hendricks,Jordan Peele,Keanu Reeves,Ally Maki,Jay Hernandez,Lori Alan,Joan Cusack,Bonnie Hunt,Kristen Schaal,Emily Davis,Wallace Shawn,John Ratzenberger,Blake Clark,June Squibb,Carl Weathers,Lila Sage Bromley,Don Rickles,Jeff Garlin,Maliah Bargas-Good,Jack McGraw,Juliana Hansen,Estelle Harris,Laurie Metcalf,Steve Purcell,Mel Brooks,Alan Oppenheimer,Carol Burnett,Betty White,Carl Reiner,Bill Hader,Patricia Arquette,Timothy Dalton,Flea,Melissa Villaseñor,Jeff Pidgeon,John Morris",3.46,USA,598325,2014/11/08,https://a.ltrbxd.com/resized/film-poster/2/2/8/6/2/8/228628-toy-story-4-0-230-0-345-crop.jpg,100,6/22/2019
The Hateful Eight,2015.0,Quentin Tarantino,"Mystery,Western,Drama","Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demián Bichir,Tim Roth,Michael Madsen,Bruce Dern,James Parks,Dana Gourrier,Zoë Bell,Lee Horsley,Gene Jones,Keith Jefferson,Craig Stark,Belinda Owino,Channing Tatum,Quentin Tarantino",3.92,USA,648497,2014/06/01,https://a.ltrbxd.com/resized/film-poster/1/9/7/0/1/2/197012-the-hateful-eight-0-230-0-345-crop.jpg,188,6/23/2019
The Pursuit of Happyness,2006.0,Gabriele Muccino,Drama,"Will Smith,Jaden Smith,Thandiwe Newton,Brian Howe,James Karen,Dan Castellaneta,Kurt Fuller,Takayo Fischer,Kevin West,George Cheung,David Michael Silverman,Domenic Bove,Geoff Callan,Joyful Raven,Scott Klace,Rashida Clendening,Eric Schniewind,Peter Fitzsimmons,Maurice Sherbanee,Zuhair Haddad,Victor Raider-Wexler,Mark Christopher Lawrence,Darryl Fong,George Maguire,Joe Nuñez,Adam Del Rio,Rocky LaRochelle,Erin Beers,Rueben Grundy,Ming Lo,John Kovacevich,Bonnie Akimoto,Stu Klitsner,Esther Scott,Tina D'Elia,Cecil Williams,David Fine,George Moffatt,Amir Talai,Mike Garibaldi,Jason Frazier,Kevin Crook,David Haines,James Finnerty,Abigail van Alyn,Bob Greene,Robert Anthony Peters,Terri Orth-Pallavicini,John Robb,Daniel Wilder,Cathy Fithian,Keith Stevenson,Jeff Applebaum,Victor Hoagland,Richard Bischoff,Edward Donlin,Larry Hunt,Rose Aispuro,Arbin C. Kumar,Jerry Edward McLilly,Shareef Allman,Jeffrey Moon,Peaches Hutchinson,Brandon Deadwiler,Tateanna Wheeler-Lezine,Karen Kahn,Yeena Fisher,Phil Austin,Kenny Santiago Marrero,David Pearl,Rick Camp,Brad Carr,Ben Fritz,Adam Wang,Zachary Culbertson,Brendan Kruse,Austin Scott",3.86,USA,347645,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/0/6/1/51061-the-pursuit-of-happyness-0-230-0-345-crop.jpg,117,7/22/2019
Men in Black 3,2012.0,Barry Sonnenfeld,"Comedy,Action,Science Fiction","Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Mike Colter,Nicole Scherzinger,Michael Chernus,Alice Eve,David Rasche,Keone Young,Bill Hader,Cayen Martin,Clarke Thorell,Adam Mucci,Tom McComas,Douglas Crosby,Woodie King Jr.,Jack O'Connell,Tobias Segal,Jon Shaver,Gerritt Vandermeer,Alexandra O'Hara,Violet O'Hara,Valence Thomas,Chloe Sonnenfeld,Lanny Flaherty,Jonathan O'Hara,Rick Baker,Joseph D'Onofrio,Joseph R. Gannascoli,Katy Frame,Kevin Townley,Stephen Brian Jones,Tyler Johnson,Kati Rediger,Victor Joel Ortiz,Charlie Barnett,Ian Blackman,Jeremy Beiler,Liliane Klein,Britt Chandler Johnson,Jared Johnston,Ken Arnold,Jonathan Drew,Joel Brady,David Pittu,Lenny Venito,Anthony J. Gallo,James Martin Kelly,Will McLaughlin,Kimmy Suzuki,Kirk Larsen,Rebecca Glasscock,Barry Sonnenfeld,Susan Ringo,Stephanie Ellis,Ben Mac Brown,Amy Erwitt,Brad Abrell,Tim Blaney,Thom Fountain,Carl J. Johnson,Will Arnett,Jada Pinkett Smith,Tony Shalhoub,Alex Ziwak,Jason Liles,Jesse Ridgway,Justin Bieber,Erin Lindsey Krom,Tim Burton,Eha Urbsalu",3.06,"United Arab Emirates,USA",214049,2011/06/18,https://a.ltrbxd.com/resized/sm/upload/tq/ip/el/3z/l9hrvXyGq19f6jPRZhSVRibTMwW-0-230-0-345-crop.jpg,106,7/22/2019
At Eternity's Gate,2018.0,Julian Schnabel,Drama,"Willem Dafoe,Rupert Friend,Oscar Isaac,Mads Mikkelsen,Mathieu Amalric,Emmanuelle Seigner,Niels Arestrup,Anne Consigny,Amira Casar,Vincent Perez,Lolita Chammah,Stella Schnabel,Alexis Michalik,Vladimir Consigny,Arthur Jacquin,Solal Forte,Vincent Grass,Clément Lhuaire,Alan Aubert-Carlin,Laurent Bateau,Frank Molinaro,Montassar Alaya,Didier Jarre,Thierry Nenez,Johan Kugelberg,François Delaive,Nicolas Abraham,Manuel Guillot,Paul Théotime,Romane Libert,Milo Aubriet,Clélia Robin-Oeustreicher,Arthur Gloanec,Alfred Boch,Ludmilla Roitbourd,Louis Garrel,Victor Pontecorvo",3.72,"France,Ireland,Switzerland,UK,USA",97215,2017/12/09,https://a.ltrbxd.com/resized/film-poster/4/2/2/0/9/6/422096-at-eternity-s-gate-0-230-0-345-crop.jpg,111,8/18/2019
Scary Stories to Tell in the Dark,2019.0,André Øvredal,"Horror,Thriller","Zoe Colletti,Dean Norris,Michael Garza,Gabriel Rush,Gil Bellows,Natalie Ganzhorn,Austin Abrams,Austin Zajur,Kathleen Pollard,Lorraine Toussaint,Deborah Pollitt,Victoria Fodor,Marie Ward,Mark Steger,Javier Botet,Troy James,Will Corno,Kyle Labine,David Tompa,Karen Glave,Stephanie Belding,Hume Baugh,Jane Moffat,Will Carr,Amanda Smith,Brandon Knox,Rodrigo Fernandez-Stoll,Anna Fraser,Alex Spencer,Matthew Smith,Daniel Gravelle,Colton Gobbo,Ajanae Stephenson,Divan Meyer,Lyndon B. Johnson,Richard Nixon,Walter Cronkite",2.75,"Canada,Hong Kong,USA",154921,2016/09/23,https://a.ltrbxd.com/resized/film-poster/3/5/1/3/0/4/351304-scary-stories-to-tell-in-the-dark-0-230-0-345-crop.jpg,108,8/18/2019
Hellboy,2019.0,Neil Marshall,"Action,Fantasy,Adventure,Horror","David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,Daniel Dae Kim,Thomas Haden Church,Stephen Graham,Douglas Tait,Sophie Okonedo,Alistair Petrie,Brian Gleeson,Penelope Mitchell,Mark Stanley,Emma Tate,Troy James,Mario de la Rosa,Ava Brennan,Anthony Delaney,Atanas Srebrev,Dawn Sherrer,Markos Rounthwaite,Ilko Iliev,Joel Harlow,Dimiter Banenkin,Vanessa Eichholz,Nadya Keranova,Maria Tepavicharova,Ana Tabakova,Terry Randal,Christopher Mata,Michael Heath,Rick Warden,Nitin Ganatra,Kristina Klebe,Charles Shannon,Carl Hampe,Tony van Silva,Josh Finan,Jonathan Steele,Simon Feek,Jasmine Audoux-Prevot,Meglena Karalambova,Anna Bankina,Rut Rafailova,Laila Morse,Peter Oxley,Nikolay Stanoev,Manal El-Feitury,Elizabeth Mehari Kahsai,Said Barry Abdulai,Katya Peneva,Natasha Kaplinsky,Valentin Stojanov,Victor Rangelov,Vasil Tsvetkov,Joshua Samuel Hector,John Wolfe",1.98,"Bulgaria,Canada,France,Portugal,USA",72933,2017/05/09,https://a.ltrbxd.com/resized/film-poster/3/8/8/6/9/4/388694-hellboy-0-230-0-345-crop.jpg,121,10/14/2019
Magic Mike XXL,2015.0,Gregory Jacobs,"Drama,Comedy","Channing Tatum,Matt Bomer,Joe Manganiello,Kevin Nash,Adam Rodríguez,Jada Pinkett Smith,Gabriel Iglesias,Amber Heard,Donald Glover,Stephen 'tWitch' Boss,Michael Strahan,Andie MacDowell,Elizabeth Banks,Juan Piedrahita,Sharon Blackwood,Alison Faulk,Josh Diogo,Vicky Vox,Javier Madrid,Dashaun Wesley Williams,Carrie Anne Hunt,Crystal Hunt,Raeden Greer,Lindsey Moser,Savannah Southern-Smith,Mel Chude,Luke Broadlick,Belle Eseoghene Omabele,Julia Black,Kimberley Drummond,Judi Blair,Valerie Payton,Tequilla Whitfield,Sydney Sims,Jane McNeill,Rhoda Griffis,Ann Hamilton,Mary Kraft,Brandon Sauve,Tyler Shackelford,George Bruer,Chad Darnell,Adam Martingano,Viktor Derkach,Billy Reilich,Deidre Goodwin,Natalie Shaheen,Sarah Beth Bassak,Eboni A. Johnson,Kathy Deitch,Haviland Stillwell,Sonya Golub,Teresa Espinosa,A. Jae Michele,Robert Perry Bierman,Qualen Bradley,Jay Bronson,Clay Chamberlin,Jas Hardy,Sarah Turner Holland,Lisa Lamb,Anthony Lambert-Whitford,Damon LeGrand,Teneseia Lewis,John Archer Lundgren,Robert McRary,Jermaine Rivers,Luis Sanchez,Eric Sharpe,David Marshall Silverman,Mark Smith,Zachary Vazquez,Josh Weikel,Christina Michelle Williams,Lance Winters",3.15,USA,58035,2015/05/25,https://a.ltrbxd.com/resized/film-poster/1/8/8/3/1/8/188318-magic-mike-xxl-0-230-0-345-crop.jpg,115,11/1/2019
Frozen II,2019.0,Chris Buck,"Comedy,Family,Animation,Adventure,Fantasy","Idina Menzel,Kristen Bell,Josh Gad,Jonathan Groff,Evan Rachel Wood,Sterling K. Brown,Alfred Molina,Rachel Matthews,Jason Ritter,Martha Plimpton,Ciarán Hinds,Jeremy Sisto,Stephen J. Anderson,Chris Williams,Maia Wilson,Paul Briggs,Hadley Gannaway,Mattea Conforti,Aurora Aksnes,Alan Tudyk,Santino Fontana,Livvy Stubenrauch,Eva Bella,Jackson Stein,Delaney Rose Stein,Halima V. Hudson,Isabella Acres,Stephen Apostolina,Kimberly Bailey,David Boat,June Christopher,Antonio Raul Corbo,David Cowgill,Wendy Cutler,Hudson D'Andrea,Grey DeLisle,Jessica DiCicco,Terri Douglas,Robin Atkin Downes,Nick Fisher,Jackie Gonneau,Franck Gourlat,Daniel Kaz,Phil LaMarr,Arnaud Léonard,Mimi Maynard,Scott Menville,Melanie Minichino,Max Mittelman,Matt Nolan,Capri Oliver,Arthur Ortiz,Paul Pape,Michael Ralph,Akai Robinson,Lynwood Robinson,Maddix Robinson,Kaitlyn Robrock,Violet Grace Schaffer,Pepper Sweeney,Fred Tatasciore,Jean-Alain Velardo,Kari Wahlgren,Matthew Wood",3.11,USA,375856,2015/03/14,https://a.ltrbxd.com/resized/film-poster/2/5/8/1/2/7/258127-frozen-ii-0-230-0-345-crop.jpg,103,12/16/2019
Star Wars: The Rise of Skywalker,2019.0,J.J. Abrams,"Adventure,Action,Science Fiction","Carrie Fisher,Mark Hamill,Daisy Ridley,Adam Driver,John Boyega,Oscar Isaac,Anthony Daniels,Naomi Ackie,Domhnall Gleeson,Richard E. Grant,Lupita Nyong'o,Keri Russell,Joonas Suotamo,Kelly Marie Tran,Ian McDiarmid,Billy Dee Williams,Greg Grunberg,Shirley Henderson,Billie Lourd,Dominic Monaghan,Hassan Taj,Lee Towersey,Brian Herring,Dave Chapman,Richard Guiver,Lynn Robertson Bruce,J.J. Abrams,Claire Roi Harvey,Richard Coombs,Matt Denton,Nick Kellington,Mandeep Dhillon,Alison Rose,Amanda Lawrence,Tanya Moodie,Simon Paisley Day,Geff Francis,Amanda Hale,Amir El-Masry,Aidan Cook,Martin Wilde,Anton Simpson-Tidy,Lukaz Leong,Tom Rodgers,Joe Kennard,Ashley Beck,Bryony Miller,Cyril Nri,Angela Christian,Indra Ové,Richard Bremmer,Richard Durden,Andrew Havill,Nasser Memarzia,Patrick Kennedy,Aaron Neil,Joe Hewetson,Raghad Chaar,Mimî M. Khayisa,Tom Wilton,Chris Terrio,Kiran Shah,Debra Wilson,Josef Altin,Vinette Robinson,Mike Quinn,Bill Kipsang Rotich,Ann Firbank,Diana Kent,Warwick Davis,Harrison Davis,Elliot Hawkes,Philicia Saunders,John Williams,Nigel Godrich,Dhani Harrison,J.D. Dillard,Dave Hearn,Rochenda Sandall,Jacob Fortune-Lloyd,Andreea Diac,Liam Cook,Denis Lawson,Carolyn Hennesy,Paul Kasey,Matthew Wood,James Earl Jones,Andy Serkis,Josefine Irrera Jackson,Cailey Fleming,Jodie Comer,Billy Howle,Hayden Christensen,Olivia d'Abo,Ashley Eckstein,Jennifer Hale,Samuel L. Jackson,Ewan McGregor,Alec Guinness,Frank Oz,Angelique Perrin,Freddie Prinze Jr.,Liam Neeson,Harrison Ford,Lin-Manuel Miranda,Ed Sheeran,Gerald W. Abrams,Jeff Garlin,Karl Urban,Kevin Smith",2.38,USA,744493,2013/04/01,https://a.ltrbxd.com/resized/film-poster/1/3/1/9/8/4/131984-star-wars-the-rise-of-skywalker-0-230-0-345-crop.jpg,142,12/18/2019
The Changeling,1980.0,Peter Medak,Horror,"George C. Scott,Trish Van Devere,Melvyn Douglas,John Colicos,Barry Morse,Madeleine Sherwood,Helen Burns,Eric Christmas,Frances Hyland,Ruth Springford,James B. Douglas,J. Kenneth Campbell,Roberta Maxwell,Bernard Behrens,Jean Marsh,Chris Gampel,Voldi Way,Michelle Martin,Janne Mortil,Terence Kelly,Robert Monroe,Hagan Beggs,Anna Hagan,Antonia Rey,Sammy Smith,Paul Rothery,Bruce MacLeod,Fred Latremouille,David Peevers,Sera Johnstone,Adam Earle,Carl Boychuk,Bryan King,Susan Round,Nicki Steida,Randolph Blankinship,Travis Major",3.58,Canada,37152,2011/06/20,https://a.ltrbxd.com/resized/film-poster/4/3/7/9/4/43794-the-changeling-0-230-0-345-crop.jpg,103,12/19/2019
The Favourite,2018.0,Yorgos Lanthimos,"Thriller,Drama,Comedy","Emma Stone,Olivia Colman,Rachel Weisz,Nicholas Hoult,Joe Alwyn,Mark Gatiss,James Smith,Jenny Rainsford,Emma Delves,Faye Daveney,Paul Swaine,Jennifer White,Lilly-Rose Stevens,Denise Mack,Willem Dalby,Edward Aczel,Carolyn Saint-Pé,John Locke,Everal Walsh,Timothy Innes,Basil Eidenbenz,James Melville,Declan Wyer,Anthony Dougall,Ben English,Peter Brookes,Wilson Radjou-Pujalte,Gavin Henderson,Callum Lewin,Liam Fleming,Angela Hicks,Martin Pemberton,Luca Wiseman,James Perrin,Hana McDowell,Sam Kemp,Djordje Jovanovic,Alexis Bennett,Chris elms,Tim Ingall,Ethan Keaton,Keith Milner,Alfrun Rose,Keval Shah,Janette Sharpe,Luke Thallon,Jack Veal,Zenobia Voegele-Downing,Emily Vinnicombe,Hannah Morley,Poppy Lawless,Roisin Keogh,Elizabeth Ita,Errol Clayton,Antonia Castilla,Samuel Bossman,Paul Wingrove,Nathan Lang,Frank Gordon,Isaura Barbé-Brown,Phelim Kelly,Leigh Dent",4.05,"Ireland,UK,USA",473676,2016/01/02,https://a.ltrbxd.com/resized/film-poster/3/1/0/7/0/5/310705-the-favourite-0-230-0-345-crop.jpg,119,12/26/2019
Still Alice,2014.0,Richard Glatzer,Drama,"Julianne Moore,Alec Baldwin,Kristen Stewart,Kate Bosworth,Shane McRae,Hunter Parrish,Seth Gilliam,Stephen Kunken,Erin Darke,Daniel Gerroll,Quincy Tyler Bernstine,Maxine Prescott,Orlagh Cassidy,Rosa Arredondo,Zillah Glory,Cat Lynch,Eha Urbsalu,Victoria Cartagena,Caridad Montanez,Caleb Freundlich,Charlotte Robson",3.69,"France,UK,USA",90924,2014/07/30,https://a.ltrbxd.com/resized/film-poster/2/0/9/6/0/6/209606-still-alice-0-230-0-345-crop.jpg,100,1/2/2020
Bad Boys II,2003.0,Michael Bay,"Action,Crime,Comedy","Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà,Peter Stormare,Joe Pantoliano,Theresa Randle,Michael Shannon,Jon Seda,Yul Vazquez,Jason Manuel Olazabal,Otto Sanchez,Henry Rollins,Antoni Corone,Gary Nickens,Rey Hernandez,Charlie Johnson Jr.,Paul Villaverde,John Salley,Reynaldo Gallegos,Veryl Jones,Tim Powell,Phil Owens,Timothy Adams,Keith Hudson,Rich Kelley,Dave Corey,Bill Erfurth,Jennifer Diaz,R.E. Rodgers,Chris Charles Herbert,Nelson J. Perez,Bobby Talbert,Nancy Duerr,Ivelin Giro,Damaris Justamante,Bill Cordell,Alex Warren,Dennis Greene,Bianca Bethune,Scott Cumberbatch,Mason Rock Bay,Gloria Irizarry,Alissa Mullins-Diaz,Michael Francis,Pedro Telémaco,Christopher Campbell,Jay A. Boutwell,Anthony Correa,Gino Salvano,Ralph Navarro,Fernando Gaviria,Renee Reilly,Cash Casia,James Zelley,Bubba Baker,Steve Gibb,Emerson Forth,Scott Charles,Oleg Taktarov,J. Michael Tiedeberg,Treva Etienne,Kiko Ellsworth,Dieudonne S. Abel,Gregory Bastien,Shannon Briggs,Greg Wayne Elam,Irwin Gould,Carlos Guity,Merdock Malcolm Mercer,Reggie Pierre,Bruno Ramos,Reggie Mann Stanley,Todd Rogers Terry,Raymond Tong,Tiara Harris,Edward Finlay,Sharon Wilkins,Anthony Giaimo,Jamaica Carter,Bryan Bottinelli,J.D. Walsh,Michael McDunough,Sean Lampkin,Michael Bay,Terrence J. Crowley,Dan Marino,Peter Donald Badalamenti II,Jessica Karr,Omar Avila,Jon Beshara,Flint Beverage,John Cenatiempo,Smith Cho,Dexter Fletcher,Deborah Smith Ford,Megan Fox,Tony Gomez,Paul Lawrence,Rick Michaels,Nevin Millan,Yamil Piedra,Denise Quiñones,Jay Rasumny,Joe Vida,Jasmine Waltz,Sincerely A. Ward,Brian Anthony Wilson",3.12,USA,101148,2011/06/21,https://a.ltrbxd.com/resized/film-poster/4/7/4/7/3/47473-bad-boys-ii-0-230-0-345-crop.jpg,147,1/16/2020
Spies in Disguise,2019.0,Troy Quane,"Adventure,Animation,Action,Comedy,Family","Will Smith,Tom Holland,Ben Mendelsohn,Rashida Jones,Karen Gillan,DJ Khaled,Reba McEntire,Rachel Brosnahan,Masi Oka,Carla Jiménez,Mark Ronson,Toru Uchikado,Hisato Masuyama,Toshiya Agata,Michi Yamato,Hiroshi Otaguro,Claire Crosby,Jarrett Bruno,Tawny Newsome,JB Blanc,Adrian Gonzalez,William-Christopher Stephens,Bex Marsh,Peter S. Kim,Gabriel Conte,Jess Conte,Rashawn Nadine Scott,Stefania Spampinato,Nick Bruno,Troy Quane,Eddie Mujica,Emily Altman,Randy Trager,Christopher Campbell,Matthew J. Munn,Kimberly Brooks,Youn So,Min-Hyuck Jang,Randy Thom,Krizia Bajos,Reggie De Leon,Paolo Costantino Cenci,Casey M. Roberts,Daniel Booko,Jen Cain,Oscar Camacho,David Chen,Johnny Gidcomb,Annie Gonzalez,Maya Goodwin,Danielle Hartnett,Marabina Jaimes,Masa Kanome,Ruth Zalduondo,Hideo Kimura,Dina Morrone,Dyana Ortelli,Arthur Ortiz,Chrystee Pharris,Ben Pronsky,Stan Sellers,Shane Sweet,Michael Woodley,Vivian Yoon Lee",3.01,USA,55057,2016/12/28,https://a.ltrbxd.com/resized/film-poster/3/6/4/8/8/9/364889-spies-in-disguise-0-230-0-345-crop.jpg,102,1/16/2020
Bad Boys for Life,2020.0,Adil El Arbi,"Crime,Action,Thriller","Will Smith,Martin Lawrence,Paola Nuñez,Vanessa Hudgens,Alexander Ludwig,Charles Melton,Kate del Castillo,Nicky Jam,Joe Pantoliano,Theresa Randle,Jacob Scipio,Michael Bay,DJ Khaled,Jay Dubb,Happy Anderson,Bianca Bethune,Dennis Greene,Lisa Ann Hadley,Gissette E. Valentin,Rose Bianco,Edelia Merida,Jasmin Lawrence,Shacai O'Neal,Carlos Guerrero,Massi Furlan,Chick Bernhard,Jennifer Badger,Jeff J.J. Authors,Keith Wheeler,Brandi Cohen,Jay Amor,Yessenia Hernandez,Anthony Molinari,Ivo Nandi,David Shae,Eduardo Rosario,Rory Markham,Brad Sanders,Damien Butler,Bilall Fallah,Norma Alvarez,Adil El Arbi,Christina Christensen,Nahima Bicelis,Erroll Castrillo,Kial Butler,Sharon Pfeiffer,Porshia C. Joseph,Ellison Kendrick,Davis Aguila,Athena Akers,Adrian De Armas,Laura Ault,Misty Autery,James William Ballard,Austin Bollinger,Mario 'Vocol' Booker,Thomas Brag,Troy Brenna,Sergio Briones,Landon Brooks,Ruben E. A. Brown,Lauren Buglioli,Ricardo Burgos,Santos Caraballo,Matthew Carter,Joe Crosson,Ellen Marguerite Cullivan,LeBron Daniel,José Alfredo Fernandez,Darin Ferraro,Fred Galle,Joseph Giambrone,Derrick Gilbert,Jenin Gonzalez,Wil Gonzalez,Steve Heinz,Elvia Hill,Cal Johnson,Julia Kay,Melissa Kennemore,Tony Kim,D.L. Lewis,Josue Louis-Charles,Hans Marrero,Ryan L. Price,Scott Rapp,Ashae Reagan,Felicia M. Reyes,Manuel Rivera,London Seabreeze,Pedro Tavarez Jr.,Emily Towles,Jamil C. Winston",2.9,USA,101999,2011/06/18,https://a.ltrbxd.com/resized/film-poster/2/5/9/1/1/25911-bad-boys-for-life-0-230-0-345-crop.jpg,124,1/16/2020
Miss Peregrine's Home for Peculiar Children,2016.0,Tim Burton,"Adventure,Fantasy","Eva Green,Asa Butterfield,Samuel L. Jackson,Judi Dench,Rupert Everett,Chris O'Dowd,Allison Janney,Ella Purnell,Terence Stamp,Milo Parker,Cameron King,Finlay MacMillan,Callum Wilson,Kim Dickens,Lauren McCrostie,Pixie Davies,Georgia Pemberton,Raffiella Chapman,Hayden Keller-Stone,Joseph Odwelll,Thomas Odwell,Louis Davison,Jack Brady,Philip Philmar,Scott Handy,Helen Day,Aiden Flowers,Nicholas Oteri,O-Lan Jones,Ella Wahlestedt,Cameron Greco,Dino Fazzani,Justin Davies,Brooke Jaye Taylor,Jennifer Jarackas,George Vricos,Shaun Thomas,Dafydd Hywel,Ioan Hefin,Nicholas Amer,Andrew Fibkins,Jack Fibkins,Badria Timimi,Stuart Davidson,Dan Mersh,James Kermack,Christine Dalby,Erik Lunseth,Neil Broome,Jill Buchanan,Tim Burton,Joanne Manchester,Jason Redshaw,Jackson Tessmer,Vic Waghorn",2.99,"Belgium,UK,USA",191529,2014/07/24,https://a.ltrbxd.com/resized/film-poster/2/0/8/6/6/4/208664-miss-peregrine-s-home-for-peculiar-children-0-230-0-345-crop.jpg,127,2/9/2020
GoodFellas,1990.0,Martin Scorsese,"Drama,Crime","Ray Liotta,Robert De Niro,Joe Pesci,Lorraine Bracco,Paul Sorvino,Frank Sivero,Tony Darrow,Mike Starr,Frank Vincent,Chuck Low,Frank DiLeo,Henny Youngman,Gina Mastrogiacomo,Catherine Scorsese,Charles Scorsese,Suzanne Shepherd,Debi Mazar,Margo Winkler,Welker White,Jerry Vale,Julie Garfield,Christopher Serrone,Elaine Kagan,Beau Starr,Kevin Corrigan,Michael Imperioli,Robbie Vinton,Johnny Williams,Daniel P. Conte,Tony Conforti,Frank Pellegrino,Ronald Maccone,Tony Sirico,Joseph D'Onofrio,Steve Forleo,Richard Dioguardi,Frank Adonis,John Manca,Joseph Bono,Katherine Wallach,Mark Evan Jacobs,Angela Pietropinto,Marianne Leone Cooper,Marie Michaels,LoNardo,Melissa Prophet,Illeana Douglas,Susan Varon,Elizabeth Whitcraft,Clem Caserta,Samuel L. Jackson,Fran McGee,Paul Herman,Edward McDonald,Edward Hayes,Gina Mattia,Joel Calendrillo,Anthony Valentin,Edward D. Murphy,Michael Citriniti,Peter Hock,Erasmus C. Alfano,John Di Benedetto,Manny Alfaro,Thomas Lowry,Margaret Smith,Richard Mullally,Frank Albanese,Paul McIsaac,Bob Golub,Louis Eppolito,Tony Lip,Mikey Black,Peter Cicale,Anthony Powers,Vincent Pastore,Anthony Alessandro,Victor Colicchio,Mike Contessa,Philip Suriano,Paul Mougey,Norman Barbera,Anthony Polemeni,James Quattrochi,Lawrence Sacco,Dino Laudicina,Thomas E. Camuti,Andrew Scudiero,Irving Welzer,Jesse Kirtzman,Russell Halley,Spencer Bradley,Bob Altman,Joanna Bennett,Gayle Lewis,Gaetano Lisi,Luke Walter,Ed Deacy,Larry Silvestri,John 'Cha Cha' Ciarcia,Vito Picone,Janis Corsair,Lisa D\u2019Apolito,Frank Aquilino,Michael Calandrino,Vito Antuofermo,Vincent Gallo,Gaetano LoGiudice,Garry Pastore,Nicole Burdette,Stella Keitel,Dominique DeVito,Michaelangelo Graziano,Paula Kcira,Nadine Kay,Tony Ellis,Peter Onorati,Jamie deRoy,Joel Blake,H. Clay Dear,Thomas Hewson,Gene Canfield,Margaux Guerard,Violet Gaynor,Tobin Bell,Berlinda Tolbert,Nancy Cassaro,Adam Wandt,Joe Gioco,Isiah Whitlock Jr.,Alyson Jones,Ruby Gaynor,Bo Dietl,Frank Cassini,Anthony Caso,Lisa Bostnar,Billy L. Sullivan,Daniela Barbosa,Mark Jacobs,Vito Balsamo,Peter Fain",4.47,USA,869928,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/3/8/3/51383-goodfellas-0-230-0-345-crop.jpg,145,3/24/2020
